Accession,award.rfa,award.pi.title,,Target label,Target gene,Biosample summary,Biosample,Lab,Project,Species,Biosample type,Date released,Month released,Assay category,Assay Type,Assay name,Assay sub-class
ENCSR163PKT,ENCODE3,John Stamatoyannopoulos,,,,stomach male adult (54 years),stomach,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,10/1/17,"October, 2017",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR350PUV,ENCODE3,Richard Myers,,POLR2AphosphoS5,POLR2A,spleen female adult (51 year),spleen,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,10/31/17,"October, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR203HAK,ENCODE3,Richard Myers,,,,lower leg skin female adult (51 year),lower leg skin,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA methylation,DNA methylation profiling by array assay,DNAme array,DNAme array
ENCSR571PDN,ENCODE3,Richard Myers,,FLAG-SSRP1,SSRP1,HepG2 genetically modified using CRISPR,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,6/14/16,"June, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR125DAD,ENCODE3,Richard Myers,,FLAG-MLX,MLX,HepG2 genetically modified using CRISPR,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,11/8/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BTV,ENCODE2,Richard Myers,,REST,REST,neural cell,neural cell,"Richard Myers, HAIB",ENCODE,Homo sapiens,in vitro differentiated cells,9/10/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000AOA,ENCODE2,Bradley Bernstein,,CTCF,CTCF,HeLa-S3,HeLa-S3,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,immortalized cell line,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EVG,ENCODE2,Michael Snyder,,ZNF274,ZNF274,HeLa-S3,HeLa-S3,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR791AYW,ENCODE3,Michael Snyder,,CTCF,CTCF,heart left ventricle female adult (51 year),heart left ventricle,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,1/30/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EGK,ENCODE2,Michael Snyder,,IRF1,IRF1,K562 treated with interferon gamma,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/14/12,"May, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BNO,ENCODE2,Richard Myers,,CTCF,CTCF,T47D treated with dimethyl sulfoxide,T47D,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR255SDF,ENCODE3,Thomas Gingeras,,,,C57BL/6 midbrain postnatal (0 days),midbrain,"Thomas Gingeras, CSHL",ENCODE,Mus musculus,tissue,9/3/14,"September, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR613BMI,ENCODE3,Bing Ren,,,,C57BL/6 neural tube embryo (11.5 days),neural tube,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR115PIK,ENCODE3,Richard Myers,,FLAG-MIER2,MIER2,HepG2 genetically modified using CRISPR,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,11/8/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DND,ENCODE2,Gregory Crawford,,CTCF,CTCF,pancreas male adult (54 years) and male adult (60 years),pancreas,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,tissue,8/27/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR123IMQ,ENCODE3,Michael Snyder,,ATF3,ATF3,K562 genetically modified using CRISPR,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,11/18/17,"November, 2017",Transcription,Knockdown RNAseq,CRISPRi RNA-seq,transcription factor
ENCSR000AOO,ENCODE2,Bradley Bernstein,,CTCF,CTCF,astrocyte,astrocyte,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,primary cell,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR231YFE,ENCODE3,Michael Snyder,,ZBTB33,ZBTB33,MCF-7,MCF-7,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,11/17/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR838RUX,ENCODE3,Michael Snyder,,CTCF,CTCF,esophagus squamous epithelium male adult (37 years),esophagus squamous epithelium,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,12/13/16,"December, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR657DFR,ENCODE3,John Stamatoyannopoulos,,,,thyroid gland female adult (51 year),thyroid gland,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,8/10/16,"August, 2016",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR499IFY,ENCODE3,John Stamatoyannopoulos,,,,placenta embryo (53 days),placenta,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,5/9/16,"May, 2016",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000ENI,ENCODE2,John Stamatoyannopoulos,,,,cardiac fibroblast female,cardiac fibroblast,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,12/16/10,"December, 2010",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000EBX,ENCODE2,Michael Snyder,,BRCA1,BRCA1,H1-hESC,H1-hESC,"Michael Snyder, Stanford",ENCODE,Homo sapiens,stem cell,5/14/12,"May, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR417TXZ,ENCODE3,Bing Ren,,H3K4me1,Hist2h3c1,C57BL/6 hindbrain embryo (14.5 days),hindbrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR831YAX,ENCODE3,Bing Ren,,H3K27me3,Hist2h3c1,C57BL/6 forebrain embryo (14.5 days),forebrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR172XOZ,ENCODE3,Bing Ren,,H3K4me3,Hist2h3c1,C57BL/6 forebrain embryo (14.5 days),forebrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR000EVL,ENCODE2,Michael Snyder,,E2F4,E2F4,HeLa-S3,HeLa-S3,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000ANP,ENCODE2,Bradley Bernstein,,H3K27ac,HIST2H3C,H1-hESC,H1-hESC,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,stem cell,2/10/11,"February, 2011",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR850KIP,ENCODE3,Bradley Bernstein,,ASH2L,ASH2L,H1-hESC,H1-hESC,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,stem cell,11/28/17,"November, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR037HLB,ENCODE3,Bing Ren,,H3K4me1,Hist2h3c1,C57BL/6 midbrain embryo (14.5 days),midbrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR556ZUY,ENCODE3,Bing Ren,,H3K4me1,Hist2h3c1,C57BL/6 forebrain embryo (14.5 days),forebrain,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR549WAU,ENCODE3,Michael Snyder,,CTCF,CTCF,stomach male adult (54 years),stomach,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,7/11/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR122LGV,ENCODE3,Michael Snyder,,POLR2A,POLR2A,prostate gland male adult (54 years),prostate gland,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,4/4/17,"April, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR733TFF,ENCODE3,Michael Snyder,,MEIS2,MEIS2,K562 genetically modified using CRISPR,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,11/18/17,"November, 2017",Transcription,Knockdown RNAseq,CRISPRi RNA-seq,transcription factor
ENCSR784VIQ,ENCODE3,Michael Snyder,,NR2C1,NR2C1,GM12878,GM12878,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,6/7/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DPM,ENCODE2,John Stamatoyannopoulos,,CTCF,CTCF,fibroblast of lung male embryo (12 weeks),fibroblast of lung,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,3/17/11,"March, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BUN,ENCODE2,Richard Myers,,TCF12,TCF12,MCF-7,MCF-7,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,9/10/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BMW,ENCODE2,Richard Myers,,REST,REST,K562,K562,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DNI,ENCODE2,Gregory Crawford,,CTCF,CTCF,spleen female adult (20 years) and female adult (30 years),spleen,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,tissue,8/27/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EEL,ENCODE2,Michael Snyder,,TBP,TBP,HepG2,HepG2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EWU,ENCODE2,Michael Snyder,,ZNF217,ZNF217,MCF-7,MCF-7,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DML,ENCODE2,Gregory Crawford,,CTCF,CTCF,MCF-7 originated from MCF-7,MCF-7,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,immortalized cell line,8/27/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BQE,ENCODE2,Richard Myers,,CTCF,CTCF,Ishikawa treated with dimethyl sulfoxide,Ishikawa,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,2/29/12,"February, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR582MTM,ENCODE3,Michael Snyder,,CTCF,CTCF,lower leg skin male adult (37 years),lower leg skin,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,11/7/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR046INL,ENCODE3,Richard Myers,,EP300,EP300,testis male adult (37 years),testis,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR482PMN,ENCODE3,Michael Snyder,,CTCF,CTCF,spleen female adult (51 year),spleen,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,7/11/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR330UMQ,ENCODE3,Thomas Gingeras,,,,spleen male adult (37 years),spleen,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,5/3/16,"May, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR819AXA,ENCODE3,Richard Myers,,,,lower leg skin male adult (37 years),lower leg skin,"Ali Mortazavi, UCI",ENCODE,Homo sapiens,tissue,7/29/16,"July, 2016",Transcription,RNA-seq,microRNA-seq,microRNA-seq
ENCSR491PTJ,ENCODE3,Richard Myers,,POLR2AphosphoS5,POLR2A,suprapubic skin female adult (51 year),suprapubic skin,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,10/31/17,"October, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR701TST,ENCODE3,Thomas Gingeras,,,,prostate gland male adult (54 years),prostate gland,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,8/4/16,"August, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR133GQJ,ENCODE3,Thomas Gingeras,,,,stomach male adult (54 years),stomach,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,5/23/16,"May, 2016",Transcription,RNA-seq,small RNA-seq,small RNA-seq
ENCSR000ECQ,ENCODE2,Michael Snyder,,SUPT20H,SUPT20H,HeLa-S3,HeLa-S3,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR999NKW,ENCODE3,Michael Snyder,,,,prostate gland male adult (54 years),prostate gland,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,6/21/17,"June, 2017",DNA accessibility,ATAC-seq,ATAC-seq,ATAC-seq
ENCSR804EWT,ENCODE3,Bing Ren,,,,C57BL/6 hindbrain embryo (14.5 days),hindbrain,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR727FHP,ENCODE3,Richard Myers,,,,C57BL/6 heart embryo (14.5 days),heart,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,12/17/14,"December, 2014",Transcription,RNA-seq,polyA mRNA RNA-seq,polyA mRNA RNA-seq
ENCSR000DNA,ENCODE2,Gregory Crawford,,CTCF,CTCF,A549,A549,"Vishwanath Iyer, UTA",ENCODE,Homo sapiens,immortalized cell line,8/27/12,"August, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR668BTN,ENCODE3,Michael Snyder,,CTCF,CTCF,thoracic aorta male adult (37 years),thoracic aorta,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,3/14/17,"March, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR323POR,ENCODE3,Michael Snyder,,CTCF,CTCF,sigmoid colon female adult (53 years),sigmoid colon,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,7/8/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR084NTT,ENCODE3,Michael Snyder,,SRF,SRF,K562 genetically modified using CRISPR,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,11/18/17,"November, 2017",Transcription,Knockdown RNAseq,CRISPRi RNA-seq,transcription factor
ENCSR121PFY,ENCODE3,Michael Snyder,,CDC5L,CDC5L,K562,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,7/28/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR744YJR,ENCODE3,Michael Snyder,,CTCF,CTCF,thyroid gland female adult (53 years),thyroid gland,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,1/30/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR161PUT,ENCODE3,Richard Myers,,,,C57BL/6 lung postnatal (0 days),lung,"Ali Mortazavi, UCI",ENCODE,Mus musculus,tissue,2/2/16,"February, 2016",Transcription,RNA-seq,microRNA-seq,microRNA-seq
ENCSR000EWL,ENCODE2,Michael Snyder,,E2F4,E2F4,K562,K562,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BIV,ENCODE2,Richard Myers,,SRF,SRF,H1-hESC,H1-hESC,"Richard Myers, HAIB",ENCODE,Homo sapiens,stem cell,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR284AMY,ENCODE3,Richard Myers,,,,C57BL/6 liver embryo (11.5 days),liver,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,11/20/14,"November, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR271HQP,ENCODE3,Bing Ren,,,,C57BL/6 forebrain embryo (11.5 days),forebrain,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR039ADS,ENCODE3,Richard Myers,,,,C57BL/6 lung embryo (14.5 days),lung,"Barbara Wold, Caltech",ENCODE,Mus musculus,tissue,12/17/14,"December, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR545WRA,ENCODE3,Bing Ren,,,,C57BL/6 stomach embryo (14.5 days),stomach,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR535YCH,ENCODE3,Bing Ren,,,,C57BL/6 lung embryo (16.5 days),lung,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,12/17/14,"December, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR128HOP,ENCODE3,Bing Ren,,,,C57BL/6 kidney postnatal (0 days),kidney,"Joe Ecker, Salk",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA methylation,whole-genome shotgun bisulfite sequencing,WGBS,WGBS
ENCSR000AEV,ENCODE3,Thomas Gingeras,,,,urinary bladder female embryo (20 weeks) and female embryo (24 weeks),urinary bladder,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,7/7/14,"July, 2014",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR000DUM,ENCODE2,John Stamatoyannopoulos,,CTCF,CTCF,HFF-Myc male newborn originated from foreskin fibroblast,HFF-Myc,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,1/17/12,"January, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR636MKU,ENCODE3,Michael Snyder,,BACH1,BACH1,GM12878,GM12878,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,1/31/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR296PMS,ENCODE3,Thomas Gingeras,,,,stomach male adult (54 years),stomach,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,8/4/16,"August, 2016",Transcription,RNA-seq,total RNA-seq,total RNA-seq
ENCSR551DKY,ENCODE3,Richard Myers,,,,tibial nerve male adult (54 years),tibial nerve,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA methylation,DNA methylation profiling by array assay,DNAme array,DNAme array
ENCSR641ZPF,ENCODE3,John Stamatoyannopoulos,,,,stomach female adult (51 year),stomach,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,10/2/17,"October, 2017",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR173AIR,ENCODE3,Michael Snyder,,CTCF,CTCF,stomach female adult (51 year),stomach,"Michael Snyder, Stanford",ENCODE,Homo sapiens,tissue,7/11/16,"July, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR573RGL,ENCODE3,Thomas Gingeras,,,,stomach female adult (51 year),stomach,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,5/3/16,"May, 2016",Transcription,RNA-seq,small RNA-seq,small RNA-seq
ENCSR856JJB,ENCODE3,Michael Snyder,,CTCF,CTCF,RWPE2,RWPE2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,7/21/17,"July, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR274OIJ,ENCODE3,Bradley Bernstein,,H3K4me1,HIST2H3C,neural progenitor cell originated from H9,neural progenitor cell,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,in vitro differentiated cells,11/14/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR512CWR,ENCODE3,John Stamatoyannopoulos,,,,umbilical cord embryo (59 days) and male embryo (76 days),umbilical cord,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,tissue,8/31/15,"August, 2015",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000EQJ,ENCODE2,John Stamatoyannopoulos,,,,regulatory T cell female adult (35 years),regulatory T cell,"John Stamatoyannopoulos, UW",ENCODE,Homo sapiens,primary cell,7/23/12,"July, 2012",DNA accessibility,DNase-seq,DNase-seq,DNase-seq
ENCSR000AJC,ENCODE3,Richard Myers,,,,GM12878,GM12878,"Barbara Wold, Caltech",ENCODE,Homo sapiens,immortalized cell line,6/30/14,"June, 2014",Transcription,RNA-seq,single cell RNA-seq,single cell RNA-seq
ENCSR418SBY,ENCODE3,Richard Myers,,CTCF,Ctcf,C57BL/6 lung postnatal (0 days),lung,"Richard Myers, HAIB",ENCODE,Mus musculus,tissue,5/18/16,"May, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR025AOC,ENCODE3,Bing Ren,,H3K27me3,Hist2h3c1,C57BL/6 lung postnatal (0 days),lung,"Bing Ren, UCSD",ENCODE,Mus musculus,tissue,6/30/14,"June, 2014",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR590CNM,ENCODE3,Richard Myers,,GATA4,GATA4,HepG2,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,3/31/16,"March, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR757IIU,ENCODE3,Richard Myers,,HMBOX1,HMBOX1,K562,K562,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,3/30/16,"March, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BTD,ENCODE2,Richard Myers,,SRF,SRF,Ishikawa,Ishikawa,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,9/10/12,"September, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR412YGM,ENCODE3,Michael Snyder,,ZSCAN29,ZSCAN29,GM12878,GM12878,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/17/17,"May, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR618HNF,ENCODE2,Michael Snyder,,TRIM28,TRIM28,HEK293,HEK293,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,6/1/17,"June, 2017",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000DZW,ENCODE2,Michael Snyder,,RFX5,RFX5,GM12878,GM12878,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR925QAW,ENCODE3,Richard Myers,,FLAG-HMG20B,HMG20B,HepG2 genetically modified using CRISPR,HepG2,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,11/8/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BPJ,ENCODE2,Richard Myers,,CTCF,CTCF,K562,K562,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,2/29/12,"February, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR714JRB,ENCODE3,Richard Myers,,POLR2AphosphoS5,POLR2A,stomach female adult (51 year),stomach,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,11/9/16,"November, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR850RVA,ENCODE3,Bradley Bernstein,,H3K4me1,HIST2H3C,tibial nerve female adult (53 years),tibial nerve,"Bradley Bernstein, Broad",ENCODE,Homo sapiens,tissue,1/27/17,"January, 2017",DNA binding,ChIP-seq,ChIP-seq,Histone ChIP-seq
ENCSR026WQO,ENCODE3,Thomas Gingeras,,,,suprapubic skin female adult (51 year),suprapubic skin,"Thomas Gingeras, CSHL",ENCODE,Homo sapiens,tissue,8/5/16,"August, 2016",Transcription,RNA-seq,RAMPAGE,RAMPAGE
ENCSR039CGW,ENCODE3,Richard Myers,,,,tibial nerve female adult (53 years),tibial nerve,"Richard Myers, HAIB",ENCODE,Homo sapiens,tissue,6/15/17,"June, 2017",DNA methylation,DNA methylation profiling by array assay,DNAme array,DNAme array
ENCSR145XQO,ENCODE3,Michael Snyder,,HDGF,HDGF,GM12878,GM12878,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,8/24/16,"August, 2016",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BGZ,ENCODE2,Richard Myers,,TCF12,TCF12,GM12878,GM12878,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BMQ,ENCODE2,Richard Myers,,EGR1,EGR1,GM12878,GM12878,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EGL,ENCODE2,Michael Snyder,,IRF1,IRF1,K562 treated with interferon alpha,K562,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,5/14/12,"May, 2012",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EWY,ENCODE2,Michael Snyder,,ZNF274,ZNF274,NT2/D1,NT2/D1,"Peggy Farnham, USC",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BJO,ENCODE2,Richard Myers,,REST,REST,Panc1,Panc1,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000EEK,ENCODE2,Michael Snyder,,JUN,JUN,HepG2,HepG2,"Michael Snyder, Stanford",ENCODE,Homo sapiens,immortalized cell line,10/29/11,"October, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
ENCSR000BMI,ENCODE2,Richard Myers,,SRF,SRF,GM12878,GM12878,"Richard Myers, HAIB",ENCODE,Homo sapiens,immortalized cell line,7/18/11,"July, 2011",DNA binding,ChIP-seq,ChIP-seq,TF ChIP-seq
